"","id","sd","ip"
"1232",247,5,17.5
"1233",247,20,2.5
"1234",247,50,17.5
"1235",247,100,2.5
"1236",248,1,82.5
"1237",248,5,82.5
"1238",248,20,37.5
"1239",248,50,37.5
"1240",248,100,-2.5
"1241",249,1,67.5
"1242",249,5,-17.5
"1243",249,20,-17.5
"1244",249,50,-17.5
"1245",249,100,-17.5
"1246",250,1,67.5
"1247",250,5,62.5
"1248",250,20,22.5
"1249",250,50,2.5
"1250",250,100,2.5
"1251",251,1,87.5
"1252",251,5,87.5
"1253",251,20,2.5
"1254",251,50,NA
"1255",251,100,2.5
"1256",252,1,87.5
"1257",252,5,22.5
"1258",252,20,22.5
"1259",252,50,22.5
"1260",252,100,22.5
"1261",253,1,67.5
"1262",253,5,67.5
"1263",253,20,22.5
"1264",253,50,22.5
"1265",253,100,17.5
"1266",254,1,67.5
"1267",254,5,7.5
"1268",254,20,17.5
"1269",254,50,17.5
"1270",254,100,17.5
"1271",255,1,42.5
"1272",255,5,42.5
"1273",255,20,12.5
"1274",255,50,22.5
"1275",255,100,2.5
"1276",256,1,67.5
"1277",256,5,2.5
"1278",256,20,2.5
"1279",256,50,2.5
"1280",256,100,-17.5
"1281",257,1,57.5
"1282",257,5,32.5
"1283",257,20,27.5
"1284",257,50,-17.5
"1285",257,100,-17.5
"1286",258,1,87.5
"1287",258,5,62.5
"1288",258,20,32.5
"1289",258,50,7.5
"1290",258,100,22.5
"1291",259,1,72.5
"1292",259,5,82.5
"1293",259,20,27.5
"1294",259,50,22.5
"1295",259,100,-7.5
"1296",260,1,67.5
"1297",260,5,NA
"1298",260,20,2.5
"1299",260,50,37.5
"1300",260,100,17.5
"1301",261,1,87.5
"1302",261,5,87.5
"1303",261,20,32.5
"1304",261,50,7.5
"1305",261,100,7.5
"1306",262,1,67.5
"1307",262,5,37.5
"1308",262,20,17.5
"1309",262,50,17.5
"1310",262,100,-17.5
"1311",263,1,87.5
"1312",263,5,-12.5
"1313",263,20,87.5
"1314",263,50,87.5
"1315",263,100,-17.5
"1316",264,1,67.5
"1317",264,5,67.5
"1318",264,20,67.5
"1319",264,50,2.5
"1320",264,100,2.5
"1321",265,1,67.5
"1322",265,5,17.5
"1323",265,20,17.5
"1324",265,50,22.5
"1325",265,100,22.5
"1326",266,1,82.5
"1327",266,5,37.5
"1328",266,20,22.5
"1329",266,50,NA
"1330",266,100,2.5
"1331",267,1,32.5
"1332",267,5,22.5
"1333",267,20,22.5
"1334",267,50,17.5
"1335",267,100,22.5
"1336",268,1,82.5
"1337",268,5,82.5
"1338",268,20,37.5
"1339",268,50,17.5
"1340",268,100,2.5
"1341",269,1,87.5
"1342",269,5,27.5
"1343",269,20,7.5
"1344",269,50,22.5
"1345",269,100,7.5
"1346",270,1,87.5
"1347",270,5,37.5
"1348",270,20,17.5
"1349",270,50,2.5
"1350",270,100,2.5
"1351",271,1,82.5
"1352",271,5,67.5
"1353",271,20,22.5
"1354",271,50,2.5
"1355",271,100,2.5
"1356",272,1,67.5
"1357",272,5,67.5
"1358",272,20,57.5
"1359",272,50,2.5
"1360",272,100,17.5
"1361",273,1,12.5
"1362",273,5,12.5
"1363",273,20,2.5
"1364",273,50,2.5
"1365",273,100,2.5
"1366",274,1,87.5
"1367",274,5,87.5
"1368",274,20,87.5
"1369",274,50,2.5
"1370",274,100,22.5
"1371",275,1,87.5
"1372",275,5,87.5
"1373",275,20,-17.5
"1374",275,50,-17.5
"1375",275,100,-17.5
"1376",276,1,67.5
"1377",276,5,67.5
"1378",276,20,67.5
"1379",276,50,22.5
"1380",276,100,37.5
"1381",277,1,87.5
"1382",277,5,NA
"1383",277,20,87.5
"1384",277,50,-17.5
"1385",277,100,-17.5
"1386",278,1,32.5
"1387",278,5,27.5
"1388",278,20,42.5
"1389",278,50,12.5
"1390",278,100,-2.5
"1391",279,1,32.5
"1392",279,5,17.5
"1393",279,20,22.5
"1394",279,50,2.5
"1395",279,100,2.5
"1396",280,1,82.5
"1397",280,5,67.5
"1398",280,20,82.5
"1399",280,50,67.5
"1400",280,100,-17.5
"1401",281,1,87.5
"1402",281,5,87.5
"1403",281,20,82.5
"1404",281,50,32.5
"1405",281,100,12.5
"1406",282,1,67.5
"1407",282,5,42.5
"1408",282,20,17.5
"1409",282,50,2.5
"1410",282,100,2.5
"1411",283,1,87.5
"1412",283,5,87.5
"1413",283,20,87.5
"1414",283,50,87.5
"1415",283,100,-17.5
"1416",284,1,67.5
"1417",284,5,62.5
"1418",284,20,12.5
"1419",284,50,22.5
"1420",284,100,22.5
"1421",285,1,87.5
"1422",285,5,87.5
"1423",285,20,82.5
"1424",285,50,-17.5
"1425",285,100,-17.5
"1426",286,1,67.5
"1427",286,5,67.5
"1428",286,20,57.5
"1429",286,50,2.5
"1430",286,100,17.5
"1431",287,1,87.5
"1432",287,5,37.5
"1433",287,20,52.5
"1434",287,50,12.5
"1435",287,100,2.5
"1436",288,1,67.5
"1437",288,5,22.5
"1438",288,20,22.5
"1439",288,50,17.5
"1440",288,100,2.5
"1441",289,1,67.5
"1442",289,5,2.5
"1443",289,20,2.5
"1444",289,50,2.5
"1445",289,100,2.5
"1446",290,1,67.5
"1447",290,5,42.5
"1448",290,20,42.5
"1449",290,50,17.5
"1450",290,100,17.5
"1451",291,1,27.5
"1452",291,5,27.5
"1453",291,20,12.5
"1454",291,50,2.5
"1455",291,100,2.5
"1456",292,1,67.5
"1457",292,5,37.5
"1458",292,20,12.5
"1459",292,50,2.5
"1460",292,100,-17.5
"1461",293,1,87.5
"1462",293,5,-17.5
"1463",293,20,-17.5
"1464",293,50,-17.5
"1465",293,100,-17.5
"1466",294,1,67.5
"1467",294,5,67.5
"1468",294,20,32.5
"1469",294,50,42.5
"1470",294,100,37.5
"1471",295,1,87.5
"1472",295,5,87.5
"1473",295,20,87.5
"1474",295,50,-17.5
"1475",295,100,-17.5
"1476",296,1,87.5
"1477",296,5,52.5
"1478",296,20,32.5
"1479",296,50,22.5
"1480",296,100,17.5
"1481",297,1,72.5
"1482",297,5,62.5
"1483",297,20,22.5
"1484",297,50,22.5
"1485",297,100,17.5
"1486",298,1,72.5
"1487",298,5,87.5
"1488",298,20,52.5
"1489",298,50,2.5
"1490",298,100,-17.5
"1491",299,1,72.5
"1492",299,5,82.5
"1493",299,20,57.5
"1494",299,50,12.5
"1495",299,100,-17.5
"1496",300,1,82.5
"1497",300,5,2.5
"1498",300,20,2.5
"1499",300,50,2.5
"1500",300,100,2.5
"1501",301,1,82.5
"1502",301,5,77.5
"1503",301,20,37.5
"1504",301,50,17.5
"1505",301,100,2.5
"1506",302,1,67.5
"1507",302,5,87.5
"1508",302,20,17.5
"1509",302,50,17.5
"1510",302,100,-17.5
"1511",303,1,87.5
"1512",303,5,87.5
"1513",303,20,87.5
"1514",303,50,22.5
"1515",303,100,-17.5
"1516",304,1,67.5
"1517",304,5,2.5
"1518",304,20,2.5
"1519",304,50,2.5
"1520",304,100,2.5
"1521",305,1,67.5
"1522",305,5,67.5
"1523",305,20,67.5
"1524",305,50,52.5
"1525",305,100,52.5
"1526",306,1,82.5
"1527",306,5,27.5
"1528",306,20,12.5
"1529",306,50,37.5
"1530",306,100,17.5
"1531",307,1,82.5
"1532",307,5,82.5
"1533",307,20,72.5
"1534",307,50,-17.5
"1535",307,100,-17.5
"1536",308,1,67.5
"1537",308,5,67.5
"1538",308,20,67.5
"1539",308,50,87.5
"1540",308,100,2.5
"1541",309,1,72.5
"1542",309,5,87.5
"1543",309,20,87.5
"1544",309,50,22.5
"1545",309,100,17.5
"1546",310,1,67.5
"1547",310,5,52.5
"1548",310,20,37.5
"1549",310,50,2.5
"1550",310,100,2.5
"1551",311,1,87.5
"1552",311,5,-17.5
"1553",311,20,-17.5
"1554",311,50,-17.5
"1555",311,100,-17.5
"1556",312,1,67.5
"1557",312,5,87.5
"1558",312,20,2.5
"1559",312,50,2.5
"1560",312,100,2.5
"1561",313,1,67.5
"1562",313,5,27.5
"1563",313,20,12.5
"1564",313,50,22.5
"1565",313,100,-17.5
"1566",314,1,77.5
"1567",314,5,-2.5
"1568",314,20,77.5
"1569",314,50,-2.5
"1570",314,100,-2.5
"1571",315,1,77.5
"1572",315,5,67.5
"1573",315,20,62.5
"1574",315,50,22.5
"1575",315,100,2.5
"1576",316,1,87.5
"1577",316,5,87.5
"1578",316,20,87.5
"1579",316,50,87.5
"1580",316,100,-12.5
"1581",317,1,67.5
"1582",317,5,67.5
"1583",317,20,-17.5
"1584",317,50,-17.5
"1585",317,100,-17.5
"1586",318,1,67.5
"1587",318,5,67.5
"1588",318,20,47.5
"1589",318,50,22.5
"1590",318,100,17.5
"1591",319,1,67.5
"1592",319,5,87.5
"1593",319,20,-7.5
"1594",319,50,2.5
"1595",319,100,-2.5
"1596",320,1,87.5
"1597",320,5,57.5
"1598",320,20,2.5
"1599",320,50,2.5
"1600",320,100,-17.5
"1601",321,1,67.5
"1602",321,5,67.5
"1603",321,20,67.5
"1604",321,50,87.5
"1605",321,100,67.5
"1606",322,1,67.5
"1607",322,5,67.5
"1608",322,20,-17.5
"1609",322,50,-17.5
"1610",322,100,-17.5
"1611",323,1,87.5
"1612",323,5,72.5
"1613",323,20,-17.5
"1614",323,50,-17.5
"1615",323,100,-17.5
"1616",324,1,87.5
"1617",324,5,87.5
"1618",324,20,87.5
"1619",324,50,12.5
"1620",324,100,17.5
"1621",325,1,87.5
"1622",325,5,87.5
"1623",325,20,82.5
"1624",325,50,2.5
"1625",325,100,-17.5
"1626",326,1,72.5
"1627",326,5,87.5
"1628",326,20,27.5
"1629",326,50,12.5
"1630",326,100,17.5
"1631",327,1,67.5
"1632",327,5,67.5
"1633",327,20,67.5
"1634",327,50,7.5
"1635",327,100,-17.5
"1636",328,1,67.5
"1637",328,5,2.5
"1638",328,20,87.5
"1639",328,50,2.5
"1640",328,100,-17.5
"1641",329,1,67.5
"1642",329,5,32.5
"1643",329,20,67.5
"1644",329,50,32.5
"1645",329,100,22.5
"1646",330,1,47.5
"1647",330,5,82.5
"1648",330,20,52.5
"1649",330,50,37.5
"1650",330,100,7.5
"1651",331,1,12.5
"1652",331,5,22.5
"1653",331,20,17.5
"1654",331,50,2.5
"1655",331,100,2.5
"1656",332,1,67.5
"1657",332,5,67.5
"1658",332,20,42.5
"1659",332,50,22.5
"1660",332,100,2.5
"1661",333,1,82.5
"1662",333,5,37.5
"1663",333,20,57.5
"1664",333,50,12.5
"1665",333,100,-17.5
"1666",334,1,67.5
"1667",334,5,67.5
"1668",334,20,2.5
"1669",334,50,2.5
"1670",334,100,-17.5
"1671",335,1,82.5
"1672",335,5,82.5
"1673",335,20,82.5
"1674",335,50,82.5
"1675",335,100,2.5
"1676",336,1,82.5
"1677",336,5,82.5
"1678",336,20,32.5
"1679",336,50,27.5
"1680",336,100,2.5
"1681",337,1,67.5
"1682",337,5,72.5
"1683",337,20,67.5
"1684",337,50,82.5
"1685",337,100,2.5
"1686",338,1,67.5
"1687",338,5,37.5
"1688",338,20,22.5
"1689",338,50,22.5
"1690",338,100,22.5
"1691",339,1,72.5
"1692",339,5,12.5
"1693",339,20,12.5
"1694",339,50,7.5
"1695",339,100,-17.5
"1696",340,1,67.5
"1697",340,5,82.5
"1698",340,20,12.5
"1699",340,50,2.5
"1700",340,100,17.5
"1701",341,1,87.5
"1702",341,5,62.5
"1703",341,20,NA
"1704",341,50,37.5
"1705",341,100,-17.5
"1706",342,1,67.5
"1707",342,5,22.5
"1708",342,20,17.5
"1709",342,50,22.5
"1710",342,100,2.5
"1711",343,1,82.5
"1712",343,5,22.5
"1713",343,20,17.5
"1714",343,50,17.5
"1715",343,100,2.5
"1716",344,1,87.5
"1717",344,5,22.5
"1718",344,20,82.5
"1719",344,50,12.5
"1720",344,100,22.5
"1721",345,1,67.5
"1722",345,5,32.5
"1723",345,20,87.5
"1724",345,50,22.5
"1725",345,100,-17.5
"1726",346,1,87.5
"1727",346,5,87.5
"1728",346,20,-17.5
"1729",346,50,-17.5
"1730",346,100,17.5
"1731",347,1,72.5
"1732",347,5,87.5
"1733",347,20,7.5
"1734",347,50,2.5
"1735",347,100,2.5
"1736",348,1,67.5
"1737",348,5,12.5
"1738",348,20,22.5
"1739",348,50,17.5
"1740",348,100,22.5
"1741",349,1,67.5
"1742",349,5,22.5
"1743",349,20,22.5
"1744",349,50,17.5
"1745",349,100,2.5
"1746",350,1,67.5
"1747",350,5,22.5
"1748",350,20,17.5
"1749",350,50,17.5
"1750",350,100,2.5
"1751",351,1,67.5
"1752",351,5,62.5
"1753",351,20,7.5
"1754",351,50,17.5
"1755",351,100,-2.5
"1756",352,1,67.5
"1757",352,5,67.5
"1758",352,20,-17.5
"1759",352,50,-17.5
"1760",352,100,2.5
"1761",353,1,82.5
"1762",353,5,67.5
"1763",353,20,82.5
"1764",353,50,32.5
"1765",353,100,42.5
"1766",354,1,87.5
"1767",354,5,82.5
"1768",354,20,22.5
"1769",354,50,2.5
"1770",354,100,2.5
"1771",355,1,87.5
"1772",355,5,2.5
"1773",355,20,-17.5
"1774",355,50,-17.5
"1775",355,100,-17.5
"1776",356,1,67.5
"1777",356,5,67.5
"1778",356,20,67.5
"1779",356,50,2.5
"1780",356,100,2.5
"1781",357,1,87.5
"1782",357,5,87.5
"1783",357,20,87.5
"1784",357,50,87.5
"1785",357,100,22.5
"1786",358,1,87.5
"1787",358,5,87.5
"1788",358,20,87.5
"1789",358,50,2.5
"1790",358,100,12.5
"1791",359,1,67.5
"1792",359,5,67.5
"1793",359,20,2.5
"1794",359,50,-2.5
"1795",359,100,2.5
"1796",360,1,12.5
"1797",360,5,7.5
"1798",360,20,27.5
"1799",360,50,27.5
"1800",360,100,42.5
"1801",361,1,77.5
"1802",361,5,77.5
"1803",361,20,87.5
"1804",361,50,87.5
"1805",361,100,42.5
"1806",362,1,52.5
"1807",362,5,17.5
"1808",362,20,NA
"1809",362,50,2.5
"1810",362,100,2.5
"1811",363,1,87.5
"1812",363,5,87.5
"1813",363,20,87.5
"1814",363,50,87.5
"1815",363,100,-17.5
"1816",364,1,82.5
"1817",364,5,57.5
"1818",364,20,57.5
"1819",364,50,42.5
"1820",364,100,22.5
"1821",365,1,57.5
"1822",365,5,57.5
"1823",365,20,57.5
"1824",365,50,27.5
"1825",365,100,7.5
"1826",366,1,27.5
"1827",366,5,67.5
"1828",366,20,2.5
"1829",366,50,2.5
"1830",366,100,2.5
"1831",367,1,87.5
"1832",367,5,87.5
"1833",367,20,87.5
"1834",367,50,-17.5
"1835",367,100,-17.5
"1836",368,1,87.5
"1837",368,5,42.5
"1838",368,20,-17.5
"1839",368,50,-17.5
"1840",368,100,-17.5
"1841",369,1,67.5
"1842",369,5,67.5
"1843",369,20,67.5
"1844",369,50,67.5
"1845",369,100,-17.5
"1846",370,1,87.5
"1847",370,5,87.5
"1848",370,20,87.5
"1849",370,50,7.5
"1850",370,100,2.5
"1851",371,1,67.5
"1852",371,5,22.5
"1853",371,20,12.5
"1854",371,50,12.5
"1855",371,100,22.5
"1856",372,1,67.5
"1857",372,5,67.5
"1858",372,20,87.5
"1859",372,50,2.5
"1860",372,100,-17.5
"1861",373,1,87.5
"1862",373,5,87.5
"1863",373,20,62.5
"1864",373,50,-17.5
"1865",373,100,-17.5
"1866",374,1,72.5
"1867",374,5,82.5
"1868",374,20,12.5
"1869",374,50,2.5
"1870",374,100,2.5
"1871",375,1,67.5
"1872",375,5,2.5
"1873",375,20,67.5
"1874",375,50,2.5
"1875",375,100,-17.5
"1876",376,1,67.5
"1877",376,5,87.5
"1878",376,20,37.5
"1879",376,50,2.5
"1880",376,100,-17.5
"1881",377,1,82.5
"1882",377,5,17.5
"1883",377,20,2.5
"1884",377,50,2.5
"1885",377,100,2.5
"1886",378,1,47.5
"1887",378,5,42.5
"1888",378,20,22.5
"1889",378,50,37.5
"1890",378,100,2.5
"1891",379,1,87.5
"1892",379,5,87.5
"1893",379,20,37.5
"1894",379,50,-17.5
"1895",379,100,-17.5
"1896",380,1,87.5
"1897",380,5,87.5
"1898",380,20,-17.5
"1899",380,50,-17.5
"1900",380,100,-17.5
"1901",381,1,67.5
"1902",381,5,67.5
"1903",381,20,12.5
"1904",381,50,37.5
"1905",381,100,-17.5
"1906",382,1,82.5
"1907",382,5,32.5
"1908",382,20,82.5
"1909",382,50,77.5
"1910",382,100,82.5
"1911",383,1,87.5
"1912",383,5,87.5
"1913",383,20,87.5
"1914",383,50,87.5
"1915",383,100,57.5
"1916",384,1,87.5
"1917",384,5,87.5
"1918",384,20,87.5
"1919",384,50,47.5
"1920",384,100,2.5
"1921",385,1,87.5
"1922",385,5,87.5
"1923",385,20,87.5
"1924",385,50,-17.5
"1925",385,100,-17.5
"1926",386,1,52.5
"1927",386,5,77.5
"1928",386,20,NA
"1929",386,50,17.5
"1930",386,100,-17.5
"1931",387,1,67.5
"1932",387,5,67.5
"1933",387,20,77.5
"1934",387,50,32.5
"1935",387,100,12.5
"1936",388,1,32.5
"1937",388,5,-17.5
"1938",388,20,-17.5
"1939",388,50,-17.5
"1940",388,100,-17.5
"1941",389,1,67.5
"1942",389,5,67.5
"1943",389,20,22.5
"1944",389,50,67.5
"1945",389,100,2.5
"1946",390,1,87.5
"1947",390,5,87.5
"1948",390,20,72.5
"1949",390,50,17.5
"1950",390,100,2.5
"1951",391,1,67.5
"1952",391,5,67.5
"1953",391,20,17.5
"1954",391,50,2.5
"1955",391,100,2.5
"1956",392,1,67.5
"1957",392,5,32.5
"1958",392,20,22.5
"1959",392,50,2.5
"1960",392,100,2.5
"1961",393,1,NA
"1962",393,5,62.5
"1963",393,20,37.5
"1964",393,50,-7.5
"1965",393,100,2.5
"1966",394,1,87.5
"1967",394,5,87.5
"1968",394,20,7.5
"1969",394,50,22.5
"1970",394,100,-17.5
"1971",395,1,82.5
"1972",395,5,77.5
"1973",395,20,62.5
"1974",395,50,-17.5
"1975",395,100,-17.5
"1976",396,1,67.5
"1977",396,5,42.5
"1978",396,20,7.5
"1979",396,50,22.5
"1980",396,100,22.5
"1981",397,1,87.5
"1982",397,5,87.5
"1983",397,20,87.5
"1984",397,50,2.5
"1985",397,100,2.5
"1986",398,1,77.5
"1987",398,5,67.5
"1988",398,20,37.5
"1989",398,50,17.5
"1990",398,100,17.5
"1991",399,1,87.5
"1992",399,5,87.5
"1993",399,20,52.5
"1994",399,50,-17.5
"1995",399,100,-17.5
"1996",400,1,67.5
"1997",400,5,57.5
"1998",400,20,12.5
"1999",400,50,NA
"2000",400,100,37.5
"2001",401,1,67.5
"2002",401,5,67.5
"2003",401,20,67.5
"2004",401,50,42.5
"2005",401,100,-17.5
"2006",402,1,67.5
"2007",402,5,77.5
"2008",402,20,12.5
"2009",402,50,12.5
"2010",402,100,12.5
"2011",403,1,87.5
"2012",403,5,17.5
"2013",403,20,-17.5
"2014",403,50,-17.5
"2015",403,100,-17.5
"2016",404,1,82.5
"2017",404,5,27.5
"2018",404,20,57.5
"2019",404,50,62.5
"2020",404,100,2.5
"2021",405,1,67.5
"2022",405,5,37.5
"2023",405,20,22.5
"2024",405,50,2.5
"2025",405,100,17.5
"2026",406,1,67.5
"2027",406,5,67.5
"2028",406,20,32.5
"2029",406,50,22.5
"2030",406,100,42.5
"2031",407,1,87.5
"2032",407,5,87.5
"2033",407,20,87.5
"2034",407,50,87.5
"2035",407,100,17.5
"2036",408,1,57.5
"2037",408,5,32.5
"2038",408,20,22.5
"2039",408,50,17.5
"2040",408,100,2.5
"2041",409,1,87.5
"2042",409,5,-17.5
"2043",409,20,-17.5
"2044",409,50,87.5
"2045",409,100,-17.5
"2046",410,1,12.5
"2047",410,5,87.5
"2048",410,20,87.5
"2049",410,50,87.5
"2050",410,100,-17.5
"2051",411,1,82.5
"2052",411,5,82.5
"2053",411,20,2.5
"2054",411,50,22.5
"2055",411,100,2.5
"2056",412,1,27.5
"2057",412,5,12.5
"2058",412,20,2.5
"2059",412,50,2.5
"2060",412,100,2.5
"2061",413,1,82.5
"2062",413,5,47.5
"2063",413,20,22.5
"2064",413,50,17.5
"2065",413,100,-17.5
"2066",414,1,82.5
"2067",414,5,22.5
"2068",414,20,42.5
"2069",414,50,37.5
"2070",414,100,17.5
"2071",415,1,87.5
"2072",415,5,52.5
"2073",415,20,-17.5
"2074",415,50,-17.5
"2075",415,100,-17.5
"2076",416,1,82.5
"2077",416,5,67.5
"2078",416,20,37.5
"2079",416,50,2.5
"2080",416,100,2.5
"2081",417,1,87.5
"2082",417,5,87.5
"2083",417,20,87.5
"2084",417,50,87.5
"2085",417,100,57.5
"2086",418,1,67.5
"2087",418,5,67.5
"2088",418,20,67.5
"2089",418,50,17.5
"2090",418,100,2.5
"2091",419,1,67.5
"2092",419,5,12.5
"2093",419,20,-17.5
"2094",419,50,-17.5
"2095",419,100,-17.5
"2096",420,1,72.5
"2097",420,5,87.5
"2098",420,20,87.5
"2099",420,50,87.5
"2100",420,100,2.5
"2101",421,1,67.5
"2102",421,5,67.5
"2103",421,20,2.5
"2104",421,50,2.5
"2105",421,100,2.5
"2106",422,1,72.5
"2107",422,5,62.5
"2108",422,20,32.5
"2109",422,50,12.5
"2110",422,100,17.5
"2111",423,1,82.5
"2112",423,5,77.5
"2113",423,20,77.5
"2114",423,50,77.5
"2115",423,100,37.5
"2116",424,1,67.5
"2117",424,5,67.5
"2118",424,20,67.5
"2119",424,50,27.5
"2120",424,100,37.5
