id theta delta
1 1.1023618637945 0.0535538556687148
2 1.09640754290509 0.0643555909162993
3 1.09502137869714 0.0808188062902356
4 1.08505643994282 0.0743661321898151
5 1.07817950209974 0.0838878898778168
6 1.09131125430157 0.0638807010182711
7 1.08777598216244 0.0991626727218315
8 1.05492993726859 0.0905588701240548
9 1.10422874495483 0.0249594064808666
10 1.09131693817196 0.0665013067616746
11 1.09987924867341 0.0551336953067068
12 1.01833259886108 0.116114529609009
13 1.05657450545035 0.111225041906287
14 1.08048000874206 0.0404677288004837
15 1.08143167484752 0.0654907915638236
16 1.07759458216733 0.0835386746279385
17 1.1011523953033 0.0547428049699746
18 1.08000068474609 0.0719996619441602
20 1.02390117395155 0.115792618795364
21 1.10102339667724 0.0495941274592846
22 1.07778520321791 0.0752530991571876
23 1.09325864615753 0.0725340353469485
24 1.06903448788342 0.0822148047023349
25 1.09729024762493 0.0709548540174458
26 1.07934762481859 0.0590864855200842
29 1.07371592295468 0.0982488944159959
30 1.01696613178185 0.116636960107058
31 1.10516490772232 0.0193406956092781
32 1.08488776514213 0.0996228180494382
33 1.06777775241515 0.0973315627794345
34 1.06489958257234 0.0744677520380297
35 1.10659585640272 0.032772093932662
38 1.07169829478033 0.0198788948888896
39 1.06567961363883 0.113306252544369
40 1.0714461669018 0.0967636365360936
41 1.09797058163673 0.0651216674940977
42 1.08284996035936 0.0748321391238098
43 1.08349000751009 0.0905038666648199
44 1.06798841484646 0.09399457897347
45 1.0345419054458 0.103795899188306
46 1.08457826921709 0.0870347095520759
47 1.09645790895794 0.0158287464892638
49 1.10585886956089 0.0547252697083229
50 1.09417977169805 0.0763990021326566
51 1.07464676468457 0.0924474741606088
52 1.07493826362225 0.0958477406696203
53 1.09425120700183 0.0662178891329373
54 1.09290861228053 0.019828726183281
55 1.09927961854408 0.0616413256330195
56 1.0753457252802 0.0920382683233278
57 1.06858281207715 0.0707019532472428
58 1.09509683663623 0.0550549124552969
59 1.09281700690562 0.0613508229847438
60 1.0417351691023 0.0851898468030127
61 1.06263123789311 0.103916333483798
63 1.10032782990982 0.0620986945757844
64 1.06300717043519 0.0982442526227821
66 1.08543326797328 0.09381539461817
67 1.09606608659821 0.0421777783700723
68 1.06850732982706 0.0511413327976967
69 1.07321345421813 0.0157621598707552
70 1.09295726079025 0.0841114172221803
71 1.08340462565783 0.0902351727867464
72 1.08982768270686 0.0865341825022453
73 1.08437742530035 0.0605145199895843
74 1.08049065576781 0.0725477277365838
75 1.07871877154355 0.0785862298962453
76 1.08670598020674 -0.000227373140331573
77 1.0702998025933 0.100984562837843
78 1.08730118210229 0.0725262640140683
79 1.06156871972127 0.101037075786384
81 1.08145079274159 0.0598512329442297
82 1.06227923452818 0.0964842792970151
83 1.08507387309027 0.049508634680132
84 1.07063038826235 0.105467866329411
85 1.04886408284463 0.0951522745334323
86 1.07049323636018 0.103966302853137
87 1.08230181523998 0.0552697685504225
88 1.09715157057977 0.0716061317614825
89 1.07199465879632 0.0797990781145929
90 1.10104581376197 0.0327746071325864
92 1.07377538024744 0.0106701883701949
93 1.09876259081401 0.0082273443241525
94 1.08090971456076 0.0484256745821844
95 1.06860042375447 0.103366494434129
96 1.07564142611046 0.0594888710053857
97 1.06638849274572 0.0960572902806786
98 1.08783330751258 0.0870425148238508
99 1.08408609480851 0.0660546692171921
100 1.0466944222727 0.0569610660756064
101 1.07514323753781 0.0953228309773204
102 1.08459005421284 0.0378205364106311
103 1.08651588954534 0.0372316532766353
104 1.09370644659623 -0.000394217271042226
105 1.10055238610862 0.0400054155059524
107 1.07885251337385 0.0965659612786529
108 1.08209989832181 0.00191552194675344
109 1.07811133146759 0.0805391971574847
110 1.09437472977685 0.0684670919781755
111 1.08605489927767 0.020852138403051
112 1.0604025575358 0.10857578139619
113 1.08632351808761 0.0215532447762909
114 1.08959025885963 0.0976752809571259
115 1.10694714138921 0.031927592723051
116 1.09263451889371 0.0439054635840261
117 1.10006890119937 0.0474688992148751
118 1.04153061328007 0.115916062318901
119 1.07799324210331 0.0994795262713392
120 1.07134621059581 0.103946215443387
121 1.10013938898803 0.0654729479227151
122 1.10319206225932 0.0148256250736641
123 1.08960500813901 0.0976715255360311
124 1.10580708322737 0.0547132293102497
125 1.07082527166038 -0.000778676337965493
127 1.08397819381049 0.0319725340544338
129 1.08506390367149 0.0631652753827667
130 1.08705865341443 0.0344270407225244
131 1.09028239643027 0.0952163920615949
132 1.09846320943558 0.0739014959865711
133 1.07756348477271 0.054294639348902
134 1.08512020561199 0.0830104892770951
135 1.10269325560785 0.052168184376523
136 1.08701629856331 0.0901628354447822
137 1.07954934650553 0.0514797469870739
138 1.07696672180176 0.0935613954518998
141 1.08790008409037 0.0585154647595726
142 1.08964010436346 0.0667729100716858
143 1.10587027608595 0.0547296264487749
145 1.07147238679384 0.0686495988121084
146 1.08160550981213 0.0233872462458146
147 1.10693724719099 0.0361487584670485
148 1.08963961817927 0.0976936662970198
149 1.10868048974247 0.0158910329066967
150 1.1071107732513 0.0393761178887774
151 1.07758222906323 0.0738943845923588
153 1.101733913982 0.0183581451699303
154 1.06923632944789 0.0919445124492706
155 1.08964634578188 0.0976760070493058
156 1.07807165048167 0.0156816353598337
157 1.09802001260944 0.0777515260797771
159 1.07060939054236 0.105458772453435
160 1.10577567249816 0.0547161604348151
161 1.08963926804081 0.0976777652669428
162 1.03647808275144 0.107179728072539
163 1.09841266782866 0.025737630044749
164 1.03029784072682 0.081301812633286
165 1.10223375044868 0.0334577189875206
168 1.08093225269455 0.0990026783781111
170 1.07915017222564 0.0877657173949654
171 1.07618718451828 0.0881577917761547
172 1.09076901672986 0.0865837043689789
173 1.06479767853196 0.100298135427906
174 1.09467880595015 0.0843649152577376
176 1.07828266978379 0.0915261187458343
178 1.07404422559261 0.00302592699707855
181 1.10870289140843 0.0158827010082107
183 1.06744629502243 0.0872197292070013
184 1.08984909642122 0.0738128119679966
185 1.08704868855895 0.0774752357070303
186 1.07861480471515 0.106592576530037
187 1.08719968395351 0.0237971693708015
188 1.06426535776894 0.00053016314175476
189 1.08070226411887 0.0350271077106079
190 1.0829015051003 0.0242814933639055
191 1.07419636337845 0.10664346463952
192 1.08333021909607 0.00212322694938503
194 1.04614553108338 0.100592039848252
195 1.09178175346077 0.0743733773519864
196 1.09643031096605 0.0818086814994557
197 1.09924910471655 0.0434346514460925
198 1.06394598213625 0.0970835520238258
199 1.08257301007995 -0.000718025526405381
200 1.0708473605474 -0.000777993385740223
201 1.06298643838374 0.102004954276219
202 1.08259055130155 -0.000714819608899153
203 1.1087471927328 0.0158814591097928
204 1.08166466135139 0.0775576172215852
205 1.06813907176204 0.0921065382649593
206 1.06352507303282 0.0974326067052944
207 1.06688044823263 0.083825431966488
208 1.08128685203552 0.0843730557097392
209 1.08455337448253 0.0203351391412846
211 1.07598158291956 0.0797558767495898
212 1.08086641954135 0.0990240889342087
213 1.07386889746134 0.0697173161901001
214 1.085176018746 0.03125519876262
216 1.08964273455382 0.0976654724246033
218 1.10732333840878 0.0403583002181775
219 1.09547105668997 0.0636447883557644
220 1.06079622299789 0.105563667600631
221 1.09738709276637 0.0697796918289135
222 1.08009322543891 0.0850427080584003
223 1.08521645627218 0.0725482072044793
224 1.07811676771386 0.00222719083150018
225 1.08386437781648 0.0545983025438376
227 1.10421903429475 0.0218467536754348
228 1.08017986061732 0.0628356755660812
229 1.09047206143413 0.081346258370313
230 1.05831609953276 0.104643028256513
231 1.02807470007577 0.114173431869209
232 1.08297941659953 0.0814964431832016
233 1.09495594387716 0.0856607895160449
234 1.09653819198339 0.0124009402915885
235 1.08866819445564 0.0267998381398804
236 1.09899695095536 0.0622617658551901
237 1.08080709264574 0.0213465771307509
238 1.09410505327992 0.0874973909847655
239 1.07828696851506 0.0667889685861009
240 1.0936620467486 0.0252511356691953
241 1.10869317749965 0.015881352110616
242 1.10112490310705 0.0374146111975924
243 1.07491801867214 0.0958640660393184
244 1.08010724027005 0.101577555448319
245 1.07319843355542 0.0163482495845383
246 1.09984649304891 0.0578248231427195
247 1.05808250698268 0.105787730136353
248 1.09625241174073 0.0562495516586443
250 1.07635303556779 0.0857600721579035
251 1.09537438069478 0.0790627450748564
252 1.07490158115921 0.0898119913023221
253 1.07960110722062 0.0741641184152048
255 1.05419996772251 0.0947316601018976
257 1.05846812610328 0.1031768906069
258 1.09014692673907 0.0731769018025492
259 1.08839022440145 0.0707059713118039
260 1.07374401207452 0.0837422412780688
261 1.09940917844343 0.0667248965738111
262 1.06668780298219 0.0961601731711962
263 1.06247396149723 0.0274870394387135
264 1.08435445236547 0.0605129654483767
265 1.06087761730565 0.0962978812374411
266 1.07649895030672 0.0901817149902903
267 1.04286037623062 0.0976571349323857
268 1.09558673852456 0.063799373533084
269 1.07430533942021 0.096607707932497
270 1.07802253181771 0.094791555518073
271 1.08698053662511 0.0823400447894904
272 1.08327239622941 0.0621358911594358
273 1.02391711877735 0.115779212021528
274 1.1062749888167 0.0338669387970214
275 1.08965473420422 0.097685738829035
276 1.08233517755 0.0339094591440617
277 1.09574009857429 0.0633394078631459
278 1.04628898785606 0.0925739634118719
279 1.03971943710591 0.105805533713911
