id theta delta
280 1.09472672141097 0.0249189162494887
281 1.10554440919019 0.0261229404003864
282 1.06830282198287 0.0951049530990867
283 1.10873139019037 0.0158891763995221
284 1.07657300474194 0.0803759957425166
285 1.10502721665549 0.0571451584268205
286 1.0832539404032 0.0621232885311161
287 1.08329412235389 0.0759529109508838
288 1.06250027835473 0.0967541231640949
290 1.07269829260431 0.0760859075978514
291 1.03906311564882 0.106298951497543
292 1.06515845725365 0.101384081288739
294 1.08051901785409 0.0492409900302131
295 1.10582445956288 0.0547215394496189
296 1.08697401287358 0.0728747229190062
297 1.08067599225321 0.0757691409213699
298 1.09265423140355 0.0657686138631384
299 1.09190852255039 0.0611238019655437
301 1.09365408433051 0.0658188557922112
302 1.08537930977275 0.0778891726469658
303 1.10746484623902 0.0382065069301434
305 1.07199108971844 0.0103111404780042
306 1.07314087414583 0.0893720309131593
307 1.09846445965074 0.0641017686068118
308 1.07999027380861 0.01554666570255
309 1.09705489807412 0.0269457941573557
310 1.07469394879496 0.0829102774389841
312 1.08285317839599 0.0850426428146018
313 1.06272324380386 0.100401240147071
314 1.06529628921604 0.0880413450181498
315 1.09008434463861 0.0527603978550837
316 1.10842385055979 0.0147843891693222
317 1.07065145850666 0.10546100233368
318 1.08255265232606 0.0586847823676204
319 1.08122319134837 0.0897242893002437
320 1.08263779190366 0.0962398572242081
321 1.06674812462748 0.00175378759214353
322 1.07059129672711 0.105467356830057
323 1.08409111856832 0.102159095822481
324 1.10635894569441 0.031043355036671
325 1.10604741192932 0.0492173431388366
326 1.09032990427022 0.0664093348088589
327 1.0842867841442 0.0639925263852694
328 1.06246319081751 0.0834016249064479
329 1.07121195933628 0.0523135668711912
330 1.07693106383336 0.0452880136218387
331 1.0293243876497 0.107869716896377
332 1.08191428100213 0.066627653164253
333 1.08059991958338 0.0784130521457491
334 1.07469822448591 0.0948859561343711
335 1.10019280884084 0.0134724110964288
336 1.09533306528887 0.0623900924808449
337 1.08264698406479 0.0167802675501163
338 1.06870978978898 0.0859844465067771
340 1.08283637263893 0.0799141636889543
341 1.09094738740333 0.0705587543728677
342 1.06212337331179 0.0974627866619896
343 1.07051279259472 0.097063026111144
344 1.08089731410811 0.0565386168807058
345 1.07392991626812 0.059727823735869
346 1.09077672834941 0.0932416133967772
347 1.08654126740251 0.082496093049839
348 1.0594871359309 0.0975140527081845
349 1.06249823723368 0.0967613700983003
350 1.06182598846429 0.0987045533256961
351 1.07491427557578 0.0887413987880242
352 1.07124181094886 0.103209060395219
353 1.08934575553009 0.0176486136408153
354 1.09563802176509 0.0762916781296021
356 1.0843646368335 0.0605142165665553
357 1.10570669522385 0.00793368576272158
358 1.10667669814759 0.0373056273024374
359 1.07502130285914 0.0932325159545004
360 1.02767264644825 0.0980753422732668
361 1.09140530579453 0.00468436661777075
362 1.05167158029684 0.102481938347838
363 1.10868609426417 0.0158894458475577
364 1.08699550078217 0.0381721576535681
365 1.07415147656263 0.0583411707936234
366 1.0521175033926 0.0960954732371252
367 1.10585039178811 0.0547398449431847
368 1.07324665020145 0.110961639470099
369 1.08396186695687 0.0319736281250692
370 1.10688484113545 0.0383688217100536
371 1.0614790146212 0.0989222447961967
372 1.08681239195573 0.054699379348992
373 1.10191369683298 0.0666969743775201
374 1.08534690987728 0.0821653002191143
375 1.0599299254091 0.0930060707370058
376 1.08747037821351 0.0734866274094634
378 1.05914976738298 0.0853290854200658
379 1.09802761494224 0.0777367681749245
380 1.08963530381693 0.0976891265691973
381 1.0782208858376 0.0815378077827729
382 1.05670513477026 0.000257552709326672
383 1.10075979408702 0.00265120534362494
384 1.1067368735296 0.0219956400760381
385 1.10584344169268 0.0547349806957898
386 1.07486201601091 0.0764839984832578
387 1.08446745988386 0.0331515401933534
389 1.08056253175956 0.0570604841971108
390 1.10501519526636 0.0413795060498769
391 1.07751173226124 0.0860434348015625
392 1.06526325291652 0.0967922933531564
393 1.08226484305382 0.0813171411095703
394 1.09592954234358 0.0788275783140664
395 1.09496005559172 0.070657694087196
396 1.06856650948876 0.0907694495588251
397 1.10684794224836 0.040581600098981
398 1.08714514530402 0.0665056096134269
399 1.10034512762111 0.0712830475438836
400 1.07471594877936 0.0816019758820025
401 1.0850753221255 0.0466712171429183
402 1.08140907169615 0.0796790330010723
404 1.07724455545145 0.0498989076371614
405 1.06755064178104 0.0926679757370338
406 1.08095737805014 0.0604803061879517
407 1.10615019080753 0.00882082210941712
408 1.06032939536666 0.0941022114633136
410 1.0627199478004 0.015660869655848
411 1.09093460539114 0.0796229419183807
412 1.03249850684538 0.114311439850778
413 1.07978773418946 0.0889807802248037
414 1.0749431724618 0.0754789146853464
415 1.0768072666684 0.108061030512004
416 1.08911802293965 0.0753985605927208
417 1.10080856757717 0.00265236084709613
418 1.08472669238226 0.0530385849937905
420 1.09821555699258 0.011578033510682
421 1.07533686319662 0.0920202623608106
422 1.08150520868451 0.0741066884619376
423 1.09134467265069 0.00751774955419947
424 1.08155614643505 0.03024436227976
